type,set,faction,name,text
Spell,Fast Spell,Rare,Long Live the Queen,Warp Negate an enemy spell. Draw a card.
Spell,Rare,Omens of the Past [Set2],Master's Lesson,Mentor: Draw a card for each of the Student 's battle skills.
Unit,Promo,The Empty Throne [Set1],"Rilgon, Hooru Operative","When you play a weapon on Rilgon, he gets an Aegis . When you play a spell, Rilgon deals Double Damage this turn."
Unit,Rare,Omens of the Past [Set2],Shelterwing Rider,"Flying , Aegis Shelterwing Rider has +5 Strength while she has an Aegis ."
Spell,Common,Omens of the Past [Set2],Shield Bash,Stun an enemy unit. Gain 2 Armor. Draw a card.
Unit,Promo,The Dusk Road [Set3],"Svetya, Orene of Kosul",Pay 8 and exhaust Svetya to draw all units from the top four cards of your deck. Discard the rest. Summon: The enemy player can't play spells or weapons until your next turn.
Unit,Legendary,Defiance [Set5],"Aniyah, Arctic Sheriff",Pledge Summon: Stun an enemy unit. It stays stunned while you have Aniyah. Renown: +2/+2 and Aegis .
Unit,Rare,"Campaign
Promises by Firelight [Set1007]",Archgryffyn Patriarch,"Flying , Endurance Summon: Draw a card for each curse on the enemy player and their units."
Unit,Rare,Omens of the Past [Set2],Champion of Order,"Justice Justice Justice Justice Justice: At the start of your turn, double Champion of Order's Strength/ Health. Primal Primal Primal Primal Primal: At the start of your turn, play a copy of Champion of Order."
Unit,Uncommon,The Dusk Road [Set3],Deepwood Ranger,Summon: Deepwood Ranger gets +2/+2 for each of your units with two or more battle skills.
Attachment,Relic Weapon,Uncommon,Duelist's Blade,Summon: You gain an Aegis .
Attachment,Relic,Uncommon,Dying Sun Tapestry,"When you play a curse and a relic in the same turn, play Dying Sun Tapestry from your hand for free. At the end of your turn, give one of your exhausted units +1/+1 and Overwhelm ."
Unit,Uncommon,Defiance [Set5],Gate Guardian,Renown: Flying .
Unit,Uncommon,Omens of the Past [Set2],Highwind Glider,Flying Pay 5 to draw a card.
Site,Legendary,"Campaign
Homecoming [Set1005]",Korovyat Palace,"When you play a unit with 4 Strength or more, it gets Aegis . Svetya's Agenda: Wisdom of the Elders, Withstand, Sack the City."
Unit,Promo,Omens of the Past [Set2],Kosul Brigade,"Endurance Summon: You may discard two cards to play an 8/8 Urska, the Bear with Reckless ."
Unit,Rare,Omens of the Past [Set2],Meditative Stranger,Strangers have Aegis .
Unit,Legendary,Omens of the Past [Set2],"Nostrix, Lord of Visions",Flying Mentor: Give the Student and each copy in your hand and deck +5/+5.
Unit,Legendary,The Flame of Xulta [Set7],"Parul, Sealkeeper",Endurance Your Gryffyns deal Double Damage . Summon: Play a Gryffyn with Flying and Strength/ Health equal to the number of curses on the enemy player and their units.
Unit,Legendary,The Dusk Road [Set3],"Eilyn, Clan Mother","Flying , Endurance Summon: Silence two enemy units. Ultimate: Pay 8 to give Eilyn +2/+2. She deals 6 damage to each enemy unit without a battle skill."
Spell,Legendary,Omens of the Past [Set2],Aid of the Hooru,Stun each enemy unit. Play two 4/4 Owls with Flying . Draw four cards. Gain 4 Armor.
Power,Common,Omens of the Past [Set2],Argenport Banner,Gain Justice Shadow. Depleted unless you have a unit.
Power,Uncommon,The Flame of Xulta [Set7],Argenport Insignia,Gain Justice Shadow. Depleted if you have any cards from other factions in your deck.
Power,Rare,The Dusk Road [Set3],Crest of Vengeance,Depleted Gain Justice Shadow. Scout .
Power,Uncommon,The Empty Throne [Set0],Seat of Vengeance,Gain Justice Shadow. Depleted unless you have a Sigil in your hand.
Spell,Uncommon,"Campaign
Promises by Firelight [Set1007]",Shattered Hopes,"Choose a card with cost 4 or more from the enemy player's hand. They discard it. Decimate: Shattered Hopes can't be negated or stopped by Aegis . If the enemy player has an Aegis , take it."
Unit,Rare,"Campaign
Dead Reckoning [Set1003]",Anointer of the Faithful,"Lifesteal Summon: Give a Paladin in your hand Bond . When you play another Paladin, play a +1/+1 weapon on it."
Unit,Common,Omens of the Past [Set2],Auric Bully,+1/+1 while wielding a weapon.
Unit,Rare,Omens of the Past [Set2],Auric Vigilante,"Revenge When Auric Vigilante attacks, she gets +1 Strength."
Spell,Uncommon,The Flame of Xulta [Set7],Eloz's Choice,"- You gain 3 Armor, or - Each unit gets -1/-1."
Unit,Common,The Flame of Xulta [Set7],Eloz's Elite,Decimate abilities don't cost you Maximum Power.
Spell,Common,Defiance [Set5],Lost Scroll,Play a Justice Sigil or Shadow Sigil from your deck Depleted .
Unit,Uncommon,Echoes of Eternity [Set8],Reborn Master,Endurance Your units with two or more battle skills have +1 Strength.
Spell,Fast Spell,Rare,Back for More,Play a unit from your void that died this turn. It gets Aegis .
Unit,Legendary,Omens of the Past [Set2],"Bartholo, the Seducer","Aegis , Unblockable Ultimate: Pay 7 to draw a relic of your choice from your deck."
Attachment,Weapon,Rare,Bloodletter,Summon: The wielder gets Lifesteal this turn.
Spell,Fast Spell,Rare,Cast into Shadow,Kill an enemy unit or curse with a single faction. Decimate: Then kill an additional enemy unit or curse with the same single faction.
Unit,Rare,Defiance [Set5],Hidden Road Smuggler,Lifesteal Summon: You may choose a card from your hand to swap with a Justice or Shadow card in your Black Market .
Attachment,Relic Weapon,Rare,Inquisitor's Halberd,Valkyrie Ally: +3 Armor.
Unit,Uncommon,Defiance [Set5],Resilient Wagoneer,Pledge Empower: +2/+2 this turn for each of your other units.
Unit,Uncommon,The Dusk Road [Set3],Rooftop Vigilante,"Flying , Warcry Your units wielding weapons are Deadly ."
Spell,Uncommon,Omens of the Past [Set2],Slay,Kill a unit.
Unit,Uncommon,Omens of the Past [Set2],Stonepowder Alchemist,"Lifesteal , Revenge Summon: Deal 2 damage to the enemy player."
Unit,Rare,Echoes of Eternity [Set8],Strange Ally,"When a player plays a Stranger, they play a -1/-1 curse on a non-Stranger enemy unit. Pay 2 and exhaust Strange Ally to give one of your units a random battle skill."
Spell,Rare,The Fall of Argenport [Set4],Unfinished Business,Give one of your units +5/+5. Sacrifice it at the end of the turn or when it deals damage.
Unit,Rare,Omens of the Past [Set2],Champion of Vengeance,"Justice Justice Justice Justice: Invulnerable to damage on your turn. Shadow Shadow Shadow Shadow: When Champion of Vengeance attacks, she gets +2 Strength."
Unit,Legendary,The Dusk Road [Set3],Crownwatch Traitor,"Endurance , Quickdraw At the start of each turn, swap Crownwatch Traitor's Strength and Health."
Unit,Rare,Defiance [Set5],Howling Kurtarr,"Deadly , Endurance , Pledge Empower: +2/+2 and Flying this turn."
Unit,Rare,The Flame of Xulta [Set7],"Nivia, Most Devoted","When you decimate your power, your Paladins get +1/+1. Mastery 20: The enemy player loses all of their Maximum Power."
Site,Legendary,Defiance [Set5],Regent's Tomb,"Empower: Your units get +1 Strength this turn. Elias' Agenda: Lingering Influence, Sabotage, Swear Vengeance."
Attachment,Relic Weapon,Common,Sanguine Sword,Summon: You may sacrifice a unit to give Sanguine Sword +2/+2.
Unit,Uncommon,Omens of the Past [Set2],Streetwise Informant,"Endurance , Unblockable Pay 5 to gain 2 Armor."
Unit,Rare,Omens of the Past [Set2],Bereaved Stranger,Strangers have Lifesteal .
Unit,Legendary,Omens of the Past [Set2],Inquisitor Makto,"Flying , Revenge Makto's Revenge never ends."
Unit,Uncommon,The Fall of Argenport [Set4],Knight of Sorrow,Lifesteal Tribute: +2/+2.
Unit,Promo,The Empty Throne [Set1],Oathbreaker,"Lifesteal When Oathbreaker attacks, your units with Lifesteal get +1/+1."
Spell,Uncommon,Omens of the Past [Set2],Rolant's Choice,"- Give one of your units +3/+3, or - Enemy units get -1/-1."
Unit,Legendary,"Campaign
The Tale of Horus Traver [Set1002]","Tavrod, Auric Broker","Endurance When Tavrod attacks, draw a Minotaur and weapon from the top 5 cards of your deck. Give them +5 Strength and discard the rest."
Unit,Common,Omens of the Past [Set2],Valkyrie Denouncer,"Flying , Revenge"
Unit,Legendary,The Flame of Xulta [Set7],"Eloz, Martial Scholar","Endurance , Unblockable Summon: Set each other unit's Strength to 3. Mastery 9: Play a card of your choice from the enemy player's deck."
Spell,Rare,Echoes of Eternity [Set8],Unseen Execution,Kill each unit with fewer than two battle skills.
Unit,Legendary,Omens of the Past [Set2],"Grinva, Judge of Battles","When one of your other units dies, Grinva deals that unit's Strength in damage to the enemy player."
Power,Rare,The Dusk Road [Set3],Crest of Cunning,Depleted Gain Primal Shadow. Scout .
Power,Common,The Empty Throne [Set1],Feln Banner,Gain Primal Shadow. Depleted unless you have a unit.
Power,Uncommon,Dark Frontier [Set6],Feln Insignia,Gain Primal Shadow. Depleted if you have any cards from other factions in your deck.
Power,Uncommon,The Empty Throne [Set0],Seat of Cunning,Gain Primal Shadow. Depleted unless you have a Sigil in your hand.
Unit,The Flame of Xulta [Set7],"Multi
 - Feln",Raven,Flying
Unit,Uncommon,The Empty Throne [Set1],Twilight Raptor,Flying
Unit,Rare,The Flame of Xulta [Set7],Conservatory Alchemist,"When you play a curse, your units get +1 Strength."
Spell,Uncommon,Echoes of Eternity [Set8],Essence Feast,"Deal 1 damage to each unit. Lifesteal while the enemy player has ten or more cards in their void, and Deadly while they have twenty or more."
Spell,Fast Spell,Uncommon,Felrauk's Choice,"- Kill a cursed unit and draw its curses from the void, or - Negate an enemy spell played on you or one of your units, then steal it and play it from the void."
Unit,Common,The Empty Throne [Set1],Gorgon Swiftblade,Infiltrate: Deadly and Quickdraw .
Unit,Rare,The Empty Throne [Set1],Grim Stranger,"When one or more Strangers attack, deal that much damage to the defending player."
Attachment,Relic,Uncommon,Lethrai Hideaway,"Once per turn, you may pay 3 to give one of your Elves +2 Strength. Summon: Play a 2/1 Dark Elf."
Spell,Fast Spell,Uncommon,Rindra's Choice,"- Kill an enemy unit with more than one faction, or - Negate an enemy spell with more than one faction."
Attachment,Relic,Rare,Tome of Horrors,"When one of your units deals damage, the enemy player discards that many cards from the top of their deck. Once per turn, you may pay 4 to draw the top card of the enemy player's deck."
Unit,Rare,Dark Frontier [Set6],Blight Pass Smuggler,Berserk Summon: You may choose a card from your hand to swap with a Primal or Shadow card in your Black Market .
Unit,Promo,The Dusk Road [Set3],Bloodscent Avisaur,Flying Fate: Your Dinosaurs get +1 Strength. Summon: Night fall.
Unit,Rare,The Empty Throne [Set1],Feln Bloodcaster,Ultimate: Pay 7 to draw a card from each deck.
Attachment,Relic,Legendary,Feln Cauldron,"Once per turn, you may discard a card to gain 1 Health. After five cards, sacrifice Feln Cauldron to create and draw five random spells."
Unit,Uncommon,The Empty Throne [Set1],Gorgon Fanatic,Infiltrate: Sacrifice Gorgon Fanatic to draw three cards and gain 3 Health.
Spell,Uncommon,The Empty Throne [Set1],Haunting Scream,Play a unit with cost 5 or less from your void. It gets Charge and Flying . Sacrifice it at the end of the turn.
Unit,Legendary,The Empty Throne [Set1],Midnight Gale,Flying Infiltrate: Midnight Gale gets Lifesteal .
Unit,Promo,Dark Frontier [Set6],"Oizio, Adaptive Spy","Ambush , Warp Summon: Transform Oizio into a unit in a void that died this turn."
Unit,Rare,The Empty Throne [Set1],Recurring Nightmare,"Flying , Charge Infiltrate: Double Recurring Night mare's Strength and put it into your hand."
Unit,Uncommon,The Dusk Road [Set3],Skywalk Enforcer,"Flying When you play a curse, Skywalk Enforcer gets +2 Strength."
Unit,Rare,Echoes of Eternity [Set8],Strange Broker,"When a player plays a Stranger, their enemy discards the top four cards of their deck. Pay 7 and exhaust Strange Broker to play Permafrost on a non-Stranger unit."
Attachment,Weapon,Common,Trickster's Cloak,Summon: The wielder is Unblockable this turn.
Unit,Common,The Flame of Xulta [Set7],Wretched Raven,"Flying When Wretched Raven attacks, the enemy player discards the top two cards of their deck."
Unit,Rare,The Fall of Argenport [Set4],Ancient of the Ice Caves,Overwhelm Ultimate: Pay 8 to make each player discard their hand and draw eight cards.
Unit,Rare,"Campaign
Jekk's Bounty [Set1001]",Cabal Spymaster,Your units can Infiltrate any number of times.
Unit,Rare,Echoes of Eternity [Set8],Darktalon Wyvarch,"Flying , Aegis When Darktalon Wyvarch hits the enemy player, they discard cards from their deck until they discard a unit."
Spell,Uncommon,The Empty Throne [Set1],Feeding Time,"Transform a unit into a Pig, and then kill it."
Unit,Rare,The Flame of Xulta [Set7],Kindo Shadowstep,"When any player discards a card, Kindo deals 1 damage to himself. Mastery 13: The enemy player discards each card in their deck that shares a name with a card in their void."
Unit,Rare,"Campaign
Dead Reckoning [Set1003]",Lethrai Skystrider,"When Lethrai Skystrider attacks, your attacking Elves get Flying this turn. Elf Ally: Draw a spell from the top 4 cards of your deck. Discard the rest."
Unit,Legendary,The Dusk Road [Set3],"Rindra, the Duskblade",Summon: Night fall. Rindra has Lifesteal and Overwhelm at Night .
Unit,Rare,The Empty Throne [Set1],Champion of Cunning,"Primal Primal Primal Primal Primal: Flying and Aegis . Shadow Shadow Shadow Shadow Shadow: At the end of your turn, your units get +2 Strength."
Spell,Fast Spell,Rare,Spell Swipe,Negate an enemy spell and draw it.
Unit,Rare,The Empty Throne [Set1],Withering Witch,Summon: Each undamaged enemy unit's Health becomes 1.
Unit,Legendary,The Empty Throne [Set1],Black-Sky Harbinger,"Flying , Lifesteal Summon: Deal 1 damage to each enemy."
Unit,Legendary,The Flame of Xulta [Set7],Felrauk the Outcast,"Primal Primal Primal Shadow Shadow Shadow: If Felrauk is discarded, play him from your void. Summon: The enemy player discards a card from their hand, then discards its cost in cards from the top of their deck."
Unit,Legendary,Defiance [Set5],"Zende, the Heart-Binder","Flying , Pledge Summon: Play an Elf with cost 4 or less from your void. If you have a relic, play two instead."
Unit,Legendary,The Empty Throne [Set1],"Nightmaw, Sight Unseen",Your units are Unblockable .
Unit,Legendary,The Empty Throne [Set1],Snowcrush Animist,Deadly Summon: Kill all enemy units with 3 Strength or less. Stun all other enemy units.
Power,Common,Echoes of Eternity [Set8],Token of Creation,"Depleted Gain Fire, Time, or Justice."
Spell,Rare,Echoes of Eternity [Set8],Creation Chant,"Draw a Fire Sigil, Time Sigil, or Justice Sigil from your deck. Decimate: If you have Fire Fire Time Time Justice Justice, Invoke Fire Time Justice."
Spell,Fast Spell,Uncommon,Display of Creation,"- Draw two random sigils from your deck, or - Silence each attacking enemy unit. They get -2 Strength this turn, or - Give one of your units +2 Strength. Gain 2 Armor."
Unit,Legendary,Echoes of Eternity [Set8],"Naoki, Valiant Warrior","Charge , Endurance , Exalted , Pledge When a relic goes to your void, play a random Sigil from your deck. Mastery 10: + Strength/+ Health equal to your Armor."
Attachment,Relic Weapon,Uncommon,Edge of Prophecy,Summon: Double Edge of Prophecy's Strength/ Armor.
Site,Legendary,The Flame of Xulta [Set7],Xulta Arcanum,"When you attack with one or more units, play a random power card from your deck. Brenn's Agenda: Xulta Convoy, Harmony of Flame, Vital Arcana."
Power,Common,Defiance [Set5],Token of Instinct,"Depleted Gain Fire, Time, or Primal."
Spell,Rare,Defiance [Set5],Jennev Cargo,"Draw a Fire Sigil, Time Sigil, or Primal Sigil from your deck. Transmute Fire Fire Time Time Primal Primal: Jennev Contraband."
Spell,Defiance [Set5],"Multi
 - Jennev",Jennev Contraband,"Choose between a random Fire, Time, and Primal card to create and draw."
